Week,Opponent_Manager_Team,Outcome,Matchup,Matchup,Manager_Team,Year
13,Fuck Gronks bitchass,Win,74.06 - 73.40,74.06,Jordy oz. to Freedom,2016
1,Wilfork on 1st Date,Win,127.82 - 99.14,127.82,SUCK MY DITKA,2016
2,Team Zekeachu,Win,107.42 - 94.80,107.42,SUCK MY DITKA,2016
3,Fuck Gronks bitchass,Win,113.04 - 74.48,113.04,SUCK MY DITKA,2016
4,Steelers SIXcess,Loss,70.78 - 109.60,70.78,SUCK MY DITKA,2016
5,Thunder Horse,Win,125.16 - 82.36,125.16,SUCK MY DITKA,2016
6,Admiral Ackbar's Ass,Win,132.40 - 96.70,132.4,SUCK MY DITKA,2016
7,Cheap Vodka,Win,103.52 - 95.34,103.52,SUCK MY DITKA,2016
8,Bell's Potslam,Loss,97.10 - 102.20,97.1,SUCK MY DITKA,2016
9,Ginger Kids,Loss,106.82 - 136.84,106.82,SUCK MY DITKA,2016
10,Show Me Your TD's,Win,91.82 - 73.56,91.82,SUCK MY DITKA,2016
11,Jordy oz. to Freedom,Loss,98.80 - 107.04,98.8,SUCK MY DITKA,2016
12,Wilfork on 1st Date,Win,129.70 - 80.66,129.7,SUCK MY DITKA,2016
13,Team Zekeachu,Loss,104.94 - 131.74,104.94,SUCK MY DITKA,2016
1,Jordy oz. to Freedom,Loss,79.30 - 93.86,79.3,Team Zekeachu,2016
2,SUCK MY DITKA,Loss,94.80 - 107.42,94.8,Team Zekeachu,2016
3,Wilfork on 1st Date,Win,161.00 - 50.68,161,Team Zekeachu,2016
4,Fuck Gronks bitchass,Win,106.32 - 71.40,106.32,Team Zekeachu,2016
5,Steelers SIXcess,Win,123.40 - 88.60,123.4,Team Zekeachu,2016
6,Thunder Horse,Win,86.70 - 70.22,86.7,Team Zekeachu,2016
7,Admiral Ackbar's Ass,Loss,79.94 - 83.00,79.94,Team Zekeachu,2016
8,Cheap Vodka,Win,102.90 - 80.40,102.9,Team Zekeachu,2016
9,Bell's Potslam,Win,106.06 - 105.34,106.06,Team Zekeachu,2016
10,Ginger Kids,Win,124.22 - 81.40,124.22,Team Zekeachu,2016
11,Show Me Your TD's,Loss,66.52 - 102.68,66.52,Team Zekeachu,2016
12,Jordy oz. to Freedom,Loss,102.78 - 108.32,102.78,Team Zekeachu,2016
13,SUCK MY DITKA,Win,131.74 - 104.94,131.74,Team Zekeachu,2016
1,Show Me Your TD's,Loss,101.46 - 121.50,101.46,Fuck Gronks bitchass,2016
2,Jordy oz. to Freedom,Loss,112.52 - 120.32,112.52,Fuck Gronks bitchass,2016
3,SUCK MY DITKA,Loss,74.48 - 113.04,74.48,Fuck Gronks bitchass,2016
4,Team Zekeachu,Loss,71.40 - 106.32,71.4,Fuck Gronks bitchass,2016
5,Wilfork on 1st Date,Loss,73.52 - 96.08,73.52,Fuck Gronks bitchass,2016
6,Steelers SIXcess,Win,118.08 - 90.36,118.08,Fuck Gronks bitchass,2016
7,Thunder Horse,Win,108.86 - 99.04,108.86,Fuck Gronks bitchass,2016
8,Admiral Ackbar's Ass,Loss,71.58 - 84.32,71.58,Fuck Gronks bitchass,2016
9,Cheap Vodka,Loss,73.90 - 112.32,73.9,Fuck Gronks bitchass,2016
10,Bell's Potslam,Loss,82.44 - 110.94,82.44,Fuck Gronks bitchass,2016
11,Ginger Kids,Win,69.68 - 63.04,69.68,Fuck Gronks bitchass,2016
12,Show Me Your TD's,Loss,79.14 - 93.26,79.14,Fuck Gronks bitchass,2016
13,Jordy oz. to Freedom,Loss,73.40 - 74.06,73.4,Fuck Gronks bitchass,2016
1,Ginger Kids,Win,115.10 - 85.68,115.1,Steelers SIXcess,2016
2,Show Me Your TD's,Loss,51.66 - 104.88,51.66,Steelers SIXcess,2016
3,Jordy oz. to Freedom,Loss,72.18 - 101.50,72.18,Steelers SIXcess,2016
4,SUCK MY DITKA,Win,109.60 - 70.78,109.6,Steelers SIXcess,2016
5,Team Zekeachu,Loss,88.60 - 123.40,88.6,Steelers SIXcess,2016
6,Fuck Gronks bitchass,Loss,90.36 - 118.08,90.36,Steelers SIXcess,2016
7,Wilfork on 1st Date,Win,117.70 - 71.02,117.7,Steelers SIXcess,2016
8,Thunder Horse,Win,112.42 - 82.08,112.42,Steelers SIXcess,2016
9,Admiral Ackbar's Ass,Win,96.06 - 93.48,96.06,Steelers SIXcess,2016
10,Cheap Vodka,Loss,100.62 - 142.30,100.62,Steelers SIXcess,2016
11,Bell's Potslam,Loss,66.28 - 115.10,66.28,Steelers SIXcess,2016
12,Ginger Kids,Loss,102.94 - 135.76,102.94,Steelers SIXcess,2016
13,Show Me Your TD's,Loss,89.16 - 114.62,89.16,Steelers SIXcess,2016
1,Bell's Potslam,Loss,77.12 - 97.34,77.12,Thunder Horse,2016
2,Ginger Kids,Win,109.80 - 61.02,109.8,Thunder Horse,2016
3,Show Me Your TD's,Win,121.96 - 66.14,121.96,Thunder Horse,2016
4,Jordy oz. to Freedom,Win,98.04 - 89.82,98.04,Thunder Horse,2016
5,SUCK MY DITKA,Loss,82.36 - 125.16,82.36,Thunder Horse,2016
6,Team Zekeachu,Loss,70.22 - 86.70,70.22,Thunder Horse,2016
7,Fuck Gronks bitchass,Loss,99.04 - 108.86,99.04,Thunder Horse,2016
8,Steelers SIXcess,Loss,82.08 - 112.42,82.08,Thunder Horse,2016
9,Wilfork on 1st Date,Win,93.20 - 93.16,93.2,Thunder Horse,2016
10,Admiral Ackbar's Ass,Loss,87.84 - 105.36,87.84,Thunder Horse,2016
11,Cheap Vodka,Loss,57.18 - 125.10,57.18,Thunder Horse,2016
12,Bell's Potslam,Loss,68.78 - 92.24,68.78,Thunder Horse,2016
13,Ginger Kids,Loss,79.90 - 83.10,79.9,Thunder Horse,2016
1,SUCK MY DITKA,Loss,99.14 - 127.82,99.14,Wilfork on 1st Date,2016
2,Cheap Vodka,Win,104.56 - 89.16,104.56,Wilfork on 1st Date,2016
3,Team Zekeachu,Loss,50.68 - 161.00,50.68,Wilfork on 1st Date,2016
4,Bell's Potslam,Loss,71.52 - 101.68,71.52,Wilfork on 1st Date,2016
5,Fuck Gronks bitchass,Win,96.08 - 73.52,96.08,Wilfork on 1st Date,2016
6,Ginger Kids,Loss,66.92 - 90.66,66.92,Wilfork on 1st Date,2016
7,Steelers SIXcess,Loss,71.02 - 117.70,71.02,Wilfork on 1st Date,2016
8,Show Me Your TD's,Loss,96.22 - 111.20,96.22,Wilfork on 1st Date,2016
9,Thunder Horse,Loss,93.16 - 93.20,93.16,Wilfork on 1st Date,2016
10,Jordy oz. to Freedom,Loss,51.38 - 91.54,51.38,Wilfork on 1st Date,2016
11,Admiral Ackbar's Ass,Loss,85.72 - 108.78,85.72,Wilfork on 1st Date,2016
12,SUCK MY DITKA,Loss,80.66 - 129.70,80.66,Wilfork on 1st Date,2016
13,Cheap Vodka,Loss,61.48 - 78.66,61.48,Wilfork on 1st Date,2016
Playoffs Qtr,Admiral Ackbar's Ass,Win,95.32 - 71.9,95.32,Team Zekeachu,2016
Playoffs Qtr,Team Zekeachu,Loss,71.9 - 95.32,71.9,Admiral Ackbar's Ass,2016
Playoffs Qtr,Show Me Your TD's,Loss,68.18 - 72.34,68.18,SUCK MY DITKA,2016
Playoffs Qtr,SUCK MY DITKA,Win,72.34 - 68.18,72.34,Show Me Your TD's,2016
Playoffs Semi,Team Zekeachu,Loss,80.58 - 144.32,80.58,Jordy oz. to Freedom,2016
Playoffs Semi,Jordy oz. to Freedom,Win,144.32 - 80.58,144.32,Team Zekeachu,2016
Playoffs Semi,Cheap Vodka,Loss,79.5 - 94.24,79.5,Show Me Your TD's,2016
Playoffs Semi,Show Me Your TD's,Win,94.24 - 79.5,94.24,Cheap Vodka,2016
Playoffs 5th,SUCK MY DITKA,Loss,85.16 - 93.4,85.16,Admiral Ackbar's Ass,2016
Playoffs 5th,Admiral Ackbar's Ass,Win,93.4 - 85.16,93.4,SUCK MY DITKA,2016
Playoffs Champ,Cheap Vodka,Win,114.7 - 105.76,114.7,Team Zekeachu,2016
Playoffs Champ,Team Zekeachu,Loss,105.76 - 114.7,105.76,Cheap Vodka,2016
Playoffs 3rd,Show Me Your TD's,Win,84.88 - 82.92,84.88,Jordy oz. to Freedom,2016
Playoffs 3rd,Jordy oz. to Freedom,Loss,82.92 - 84.88,82.92,Show Me Your TD's,2016
Consolation Qtr,Fuck Gronks bitchass,Win,81.94 - 77.86,81.94,Thunder Horse,2016
Consolation Qtr,Thunder Horse,Loss,77.86 - 81.94,77.86,Fuck Gronks bitchass,2016
Consolation Qtr,Wilfork on 1st Date,Loss,67.12 - 86.58,67.12,Ginger Kids,2016
Consolation Qtr,Ginger Kids,Win,86.58 - 67.12,86.58,Wilfork on 1st Date,2016
Consolation Semi,Thunder Horse,Win,84.12 - 68.64,84.12,Bell's Potslam,2016
Consolation Semi,Bell's Potslam,Loss,68.64 - 84.12,68.64,Thunder Horse,2016
Consolation Semi,Steelers SIXcess,Win,58.44 - 53.52,58.44,Wilfork on 1st Date,2016
Consolation Semi,Wilfork on 1st Date,Loss,53.52 - 58.44,53.52,Steelers SIXcess,2016
Consolation 11th,Ginger Kids,Loss,76.02 - 84.76,76.02,Fuck Gronks bitchass,2016
Consolation 11th,Fuck Gronks bitchass,Win,84.76 - 76.02,84.76,Ginger Kids,2016
Consolation Champ,Wilfork on 1st Date,Win,107.06 - 102.88,107.06,Bell's Potslam,2016
Consolation Champ,Bell's Potslam,Loss,102.88 - 107.06,102.88,Wilfork on 1st Date,2016
Consolation 9th,Steelers SIXcess,Win,105.88 - 101.68,105.88,Thunder Horse,2016
Consolation 9th,Thunder Horse,Loss,101.68 - 105.88,101.68,Steelers SIXcess,2016
1,Ginger Kids,Loss,96.00 - 115.84,96,Admiral Ackbar's Ass,2015
2,The Derek Carrs,Win,100.34 - 32.20,100.34,Admiral Ackbar's Ass,2015
3,SUCK MY DITKA,Win,108.66 - 105.82,108.66,Admiral Ackbar's Ass,2015
4,Show Me Your TD's,Win,74.92 - 73.84,74.92,Admiral Ackbar's Ass,2015
5,Slob on my Cobb,Loss,76.54 - 118.84,76.54,Admiral Ackbar's Ass,2015
6,The Bell Staff,Loss,49.80 - 55.56,49.8,Admiral Ackbar's Ass,2015
7,Circle Joique,Win,103.94 - 86.70,103.94,Admiral Ackbar's Ass,2015
8,WhamBamThankYouCam,Win,115.14 - 65.50,115.14,Admiral Ackbar's Ass,2015
9,Cheap Vodka,Win,110.70 - 104.26,110.7,Admiral Ackbar's Ass,2015
10,Ginger Kids,Loss,46.50 - 72.06,46.5,Admiral Ackbar's Ass,2015
11,The Derek Carrs,Loss,52.32 - 68.06,52.32,Admiral Ackbar's Ass,2015
12,SUCK MY DITKA,Win,109.90 - 88.10,109.9,Admiral Ackbar's Ass,2015
13,Show Me Your TD's,Loss,66.98 - 139.60,66.98,Admiral Ackbar's Ass,2015
1,Admiral Ackbar's Ass,Win,115.84 - 96.00,115.84,Ginger Kids,2015
2,Cheap Vodka,Loss,74.40 - 113.96,74.4,Ginger Kids,2015
3,The Derek Carrs,Win,94.24 - 67.00,94.24,Ginger Kids,2015
4,SUCK MY DITKA,Loss,86.66 - 91.64,86.66,Ginger Kids,2015
5,Show Me Your TD's,Win,84.76 - 79.80,84.76,Ginger Kids,2015
6,Slob on my Cobb,Win,93.36 - 88.40,93.36,Ginger Kids,2015
7,The Bell Staff,Win,107.24 - 90.84,107.24,Ginger Kids,2015
8,Circle Joique,Loss,106.98 - 112.56,106.98,Ginger Kids,2015
9,WhamBamThankYouCam,Loss,46.44 - 132.98,46.44,Ginger Kids,2015
10,Admiral Ackbar's Ass,Win,72.06 - 46.50,72.06,Ginger Kids,2015
11,Cheap Vodka,Win,86.38 - 81.48,86.38,Ginger Kids,2015
12,The Derek Carrs,Loss,65.42 - 115.00,65.42,Ginger Kids,2015
13,SUCK MY DITKA,Win,123.84 - 118.82,123.84,Ginger Kids,2015
1,WhamBamThankYouCam,Win,83.72 - 80.84,83.72,The Derek Carrs,2015
2,Admiral Ackbar's Ass,Loss,32.20 - 100.34,32.2,The Derek Carrs,2015
3,Ginger Kids,Loss,67.00 - 94.24,67,The Derek Carrs,2015
4,Cheap Vodka,Win,80.52 - 70.60,80.52,The Derek Carrs,2015
5,SUCK MY DITKA,Loss,78.30 - 140.60,78.3,The Derek Carrs,2015
6,Show Me Your TD's,Loss,102.48 - 105.38,102.48,The Derek Carrs,2015
7,Slob on my Cobb,Loss,88.92 - 115.30,88.92,The Derek Carrs,2015
8,The Bell Staff,Win,82.74 - 66.58,82.74,The Derek Carrs,2015
9,Circle Joique,Loss,80.08 - 123.72,80.08,The Derek Carrs,2015
10,WhamBamThankYouCam,Loss,56.28 - 95.38,56.28,The Derek Carrs,2015
11,Admiral Ackbar's Ass,Win,68.06 - 52.32,68.06,The Derek Carrs,2015
12,Ginger Kids,Win,115.00 - 65.42,115,The Derek Carrs,2015
13,Cheap Vodka,Loss,60.22 - 119.18,60.22,The Derek Carrs,2015
1,Circle Joique,Win,112.12 - 74.22,112.12,SUCK MY DITKA,2015
2,WhamBamThankYouCam,Loss,96.84 - 101.24,96.84,SUCK MY DITKA,2015
3,Admiral Ackbar's Ass,Loss,105.82 - 108.66,105.82,SUCK MY DITKA,2015
4,Ginger Kids,Win,91.64 - 86.66,91.64,SUCK MY DITKA,2015
5,The Derek Carrs,Win,140.60 - 78.30,140.6,SUCK MY DITKA,2015
6,Cheap Vodka,Win,152.58 - 131.64,152.58,SUCK MY DITKA,2015
7,Show Me Your TD's,Win,117.70 - 107.00,117.7,SUCK MY DITKA,2015
8,Slob on my Cobb,Win,133.74 - 81.98,133.74,SUCK MY DITKA,2015
9,The Bell Staff,Loss,111.92 - 128.44,111.92,SUCK MY DITKA,2015
10,Circle Joique,Loss,69.56 - 131.72,69.56,SUCK MY DITKA,2015
11,WhamBamThankYouCam,Loss,88.28 - 119.74,88.28,SUCK MY DITKA,2015
12,Admiral Ackbar's Ass,Loss,88.10 - 109.90,88.1,SUCK MY DITKA,2015
13,Ginger Kids,Loss,118.82 - 123.84,118.82,SUCK MY DITKA,2015
1,The Bell Staff,Win,113.70 - 89.84,113.7,Show Me Your TD's,2015
2,Circle Joique,Loss,89.80 - 99.52,89.8,Show Me Your TD's,2015
3,WhamBamThankYouCam,Win,138.52 - 129.60,138.52,Show Me Your TD's,2015
4,Admiral Ackbar's Ass,Loss,73.84 - 74.92,73.84,Show Me Your TD's,2015
5,Ginger Kids,Loss,79.80 - 84.76,79.8,Show Me Your TD's,2015
6,The Derek Carrs,Win,105.38 - 102.48,105.38,Show Me Your TD's,2015
7,SUCK MY DITKA,Loss,107.00 - 117.70,107,Show Me Your TD's,2015
8,Cheap Vodka,Win,72.54 - 69.28,72.54,Show Me Your TD's,2015
9,Slob on my Cobb,Loss,97.96 - 123.36,97.96,Show Me Your TD's,2015
10,The Bell Staff,Win,90.98 - 84.50,90.98,Show Me Your TD's,2015
11,Circle Joique,Win,118.40 - 67.48,118.4,Show Me Your TD's,2015
12,WhamBamThankYouCam,Win,105.82 - 78.62,105.82,Show Me Your TD's,2015
13,Admiral Ackbar's Ass,Win,139.60 - 66.98,139.6,Show Me Your TD's,2015
1,Cheap Vodka,Win,122.86 - 115.34,122.86,Slob on my Cobb,2015
2,The Bell Staff,Win,100.46 - 88.08,100.46,Slob on my Cobb,2015
3,Circle Joique,Win,140.22 - 100.20,140.22,Slob on my Cobb,2015
4,WhamBamThankYouCam,Win,83.66 - 49.68,83.66,Slob on my Cobb,2015
5,Admiral Ackbar's Ass,Win,118.84 - 76.54,118.84,Slob on my Cobb,2015
6,Ginger Kids,Loss,88.40 - 93.36,88.4,Slob on my Cobb,2015
7,The Derek Carrs,Win,115.30 - 88.92,115.3,Slob on my Cobb,2015
8,SUCK MY DITKA,Loss,81.98 - 133.74,81.98,Slob on my Cobb,2015
9,Show Me Your TD's,Win,123.36 - 97.96,123.36,Slob on my Cobb,2015
10,Cheap Vodka,Win,110.32 - 83.92,110.32,Slob on my Cobb,2015
11,The Bell Staff,Win,88.38 - 72.24,88.38,Slob on my Cobb,2015
12,Circle Joique,Loss,62.18 - 128.64,62.18,Slob on my Cobb,2015
13,WhamBamThankYouCam,Loss,86.12 - 105.44,86.12,Slob on my Cobb,2015
1,Show Me Your TD's,Loss,89.84 - 113.70,89.84,The Bell Staff,2015
2,Slob on my Cobb,Loss,88.08 - 100.46,88.08,The Bell Staff,2015
3,Cheap Vodka,Win,109.58 - 105.78,109.58,The Bell Staff,2015
4,Circle Joique,Loss,74.52 - 75.34,74.52,The Bell Staff,2015
5,WhamBamThankYouCam,Loss,67.28 - 79.42,67.28,The Bell Staff,2015
6,Admiral Ackbar's Ass,Win,55.56 - 49.80,55.56,The Bell Staff,2015
7,Ginger Kids,Loss,90.84 - 107.24,90.84,The Bell Staff,2015
8,The Derek Carrs,Loss,66.58 - 82.74,66.58,The Bell Staff,2015
9,SUCK MY DITKA,Win,128.44 - 111.92,128.44,The Bell Staff,2015
10,Show Me Your TD's,Loss,84.50 - 90.98,84.5,The Bell Staff,2015
11,Slob on my Cobb,Loss,72.24 - 88.38,72.24,The Bell Staff,2015
12,Cheap Vodka,Loss,103.42 - 104.16,103.42,The Bell Staff,2015
13,Circle Joique,Loss,97.32 - 106.04,97.32,The Bell Staff,2015
1,SUCK MY DITKA,Loss,74.22 - 112.12,74.22,Circle Joique,2015
2,Show Me Your TD's,Win,99.52 - 89.80,99.52,Circle Joique,2015
3,Slob on my Cobb,Loss,100.20 - 140.22,100.2,Circle Joique,2015
4,The Bell Staff,Win,75.34 - 74.52,75.34,Circle Joique,2015
5,Cheap Vodka,Loss,96.56 - 99.52,96.56,Circle Joique,2015
6,WhamBamThankYouCam,Win,113.40 - 80.34,113.4,Circle Joique,2015
7,Admiral Ackbar's Ass,Loss,86.70 - 103.94,86.7,Circle Joique,2015
8,Ginger Kids,Win,112.56 - 106.98,112.56,Circle Joique,2015
9,The Derek Carrs,Win,123.72 - 80.08,123.72,Circle Joique,2015
10,SUCK MY DITKA,Win,131.72 - 69.56,131.72,Circle Joique,2015
11,Show Me Your TD's,Loss,67.48 - 118.40,67.48,Circle Joique,2015
12,Slob on my Cobb,Win,128.64 - 62.18,128.64,Circle Joique,2015
13,The Bell Staff,Win,106.04 - 97.32,106.04,Circle Joique,2015
1,The Derek Carrs,Loss,80.84 - 83.72,80.84,WhamBamThankYouCam,2015
2,SUCK MY DITKA,Win,101.24 - 96.84,101.24,WhamBamThankYouCam,2015
3,Show Me Your TD's,Loss,129.60 - 138.52,129.6,WhamBamThankYouCam,2015
4,Slob on my Cobb,Loss,49.68 - 83.66,49.68,WhamBamThankYouCam,2015
5,The Bell Staff,Win,79.42 - 67.28,79.42,WhamBamThankYouCam,2015
6,Circle Joique,Loss,80.34 - 113.40,80.34,WhamBamThankYouCam,2015
7,Cheap Vodka,Loss,64.40 - 85.48,64.4,WhamBamThankYouCam,2015
8,Admiral Ackbar's Ass,Loss,65.50 - 115.14,65.5,WhamBamThankYouCam,2015
9,Ginger Kids,Win,132.98 - 46.44,132.98,WhamBamThankYouCam,2015
10,The Derek Carrs,Win,95.38 - 56.28,95.38,WhamBamThankYouCam,2015
11,SUCK MY DITKA,Win,119.74 - 88.28,119.74,WhamBamThankYouCam,2015
12,Show Me Your TD's,Loss,78.62 - 105.82,78.62,WhamBamThankYouCam,2015
13,Slob on my Cobb,Win,105.44 - 86.12,105.44,WhamBamThankYouCam,2015
1,Slob on my Cobb,Loss,115.34 - 122.86,115.34,Cheap Vodka,2015
2,Ginger Kids,Win,113.96 - 74.40,113.96,Cheap Vodka,2015
3,The Bell Staff,Loss,105.78 - 109.58,105.78,Cheap Vodka,2015
4,The Derek Carrs,Loss,70.60 - 80.52,70.6,Cheap Vodka,2015
5,Circle Joique,Win,99.52 - 96.56,99.52,Cheap Vodka,2015
6,SUCK MY DITKA,Loss,131.64 - 152.58,131.64,Cheap Vodka,2015
7,WhamBamThankYouCam,Win,85.48 - 64.40,85.48,Cheap Vodka,2015
8,Show Me Your TD's,Loss,69.28 - 72.54,69.28,Cheap Vodka,2015
9,Admiral Ackbar's Ass,Loss,104.26 - 110.70,104.26,Cheap Vodka,2015
10,Slob on my Cobb,Loss,83.92 - 110.32,83.92,Cheap Vodka,2015
11,Ginger Kids,Loss,81.48 - 86.38,81.48,Cheap Vodka,2015
12,The Bell Staff,Win,104.16 - 103.42,104.16,Cheap Vodka,2015
13,The Derek Carrs,Win,119.18 - 60.22,119.18,Cheap Vodka,2015
Playoffs Qtr,Admiral Ackbar's Ass,Win,108.62 - 96.32,108.62,Ginger Kids,2015
Playoffs Qtr,Ginger Kids,Loss,96.32 - 108.62,96.32,Admiral Ackbar's Ass,2015
Playoffs Qtr,SUCK MY DITKA,Win,99.8 - 93.74,99.8,Circle Joique,2015
Playoffs Qtr,Circle Joique,Loss,93.74 - 99.8,93.74,SUCK MY DITKA,2015
Playoffs Semi,Ginger Kids,Loss,99.46 - 145.34,99.46,Slob on my Cobb,2015
Playoffs Semi,Slob on my Cobb,Win,145.34 - 99.46,145.34,Ginger Kids,2015
Playoffs Semi,Show Me Your TD's,Loss,82.66 - 102.86,82.66,Circle Joique,2015
Playoffs Semi,Circle Joique,Win,102.86 - 82.66,102.86,Show Me Your TD's,2015
Playoffs 5th,SUCK MY DITKA,Win,115.84 - 110.58,115.84,Admiral Ackbar's Ass,2015
Playoffs 5th,Admiral Ackbar's Ass,Loss,110.58 - 115.84,110.58,SUCK MY DITKA,2015
Playoffs Champ,Show Me Your TD's,Win,134.78 - 128.80,134.78,Ginger Kids,2015
Playoffs Champ,Ginger Kids,Loss,128.80 - 134.78,128.8,Show Me Your TD's,2015
Playoffs 3rd,Circle Joique,Win,76.14 - 68.6,76.14,Slob on my Cobb,2015
Playoffs 3rd,Slob on my Cobb,Loss,68.6 - 76.14,68.6,Circle Joique,2015
Consolation 9th,The Derek Carrs,Loss,60.5 - 60.8,60.5,The Bell Staff,2015
Consolation 9th,The Bell Staff,Win,60.8 - 60.5,60.8,The Derek Carrs,2015
Consolation Champ,Cheap Vodka,Loss,65.48 - 117.12,65.48,WhamBamThankYouCam,2015
Consolation Champ,WhamBamThankYouCam,Win,117.12 - 65.48,117.12,Cheap Vodka,2015
Consolation Semi,The Bell Staff,Win,117.3 - 91.78,117.3,WhamBamThankYouCam,2015
Consolation Semi,WhamBamThankYouCam,Loss,91.78 - 117.3,91.78,The Bell Staff,2015
Consolation Semi,Cheap Vodka,Loss,43.22 - 87.08,43.22,The Derek Carrs,2015
Consolation Semi,The Derek Carrs,Win,87.08 - 43.22,87.08,Cheap Vodka,2015
2,Punts with a C,Win,123.38 - 112.16,123.38,Admiral Ackbar's Ass,2014
3,Ginger Kids,Win,115.70 - 82.50,115.7,Admiral Ackbar's Ass,2014
4,Coolio Julio Hustle,Win,98.92 - 82.28,98.92,Admiral Ackbar's Ass,2014
5,Cheap Vodka,Win,82.78 - 57.84,82.78,Admiral Ackbar's Ass,2014
6,SUCK MY DITKA,Win,103.10 - 93.54,103.1,Admiral Ackbar's Ass,2014
7,Teach me how to Raji,Win,103.56 - 63.22,103.56,Admiral Ackbar's Ass,2014
8,Circle Joique,Win,128.00 - 61.70,128,Admiral Ackbar's Ass,2014
9,The Taint Ticklers,Loss,84.86 - 140.32,84.86,Admiral Ackbar's Ass,2014
10,The Strange Tamers,Win,74.54 - 64.36,74.54,Admiral Ackbar's Ass,2014
11,Punts with a C,Win,66.82 - 56.88,66.82,Admiral Ackbar's Ass,2014
12,Ginger Kids,Loss,67.82 - 126.10,67.82,Admiral Ackbar's Ass,2014
13,Coolio Julio Hustle,Win,126.60 - 104.44,126.6,Admiral Ackbar's Ass,2014
2,The Taint Ticklers,Loss,44.94 - 85.18,44.94,The Strange Tamers,2014
3,Punts with a C,Loss,88.50 - 96.46,88.5,The Strange Tamers,2014
4,Ginger Kids,Loss,54.00 - 109.04,54,The Strange Tamers,2014
5,Coolio Julio Hustle,Loss,55.78 - 124.44,55.78,The Strange Tamers,2014
6,Cheap Vodka,Loss,80.42 - 100.46,80.42,The Strange Tamers,2014
7,SUCK MY DITKA,Loss,84.30 - 112.20,84.3,The Strange Tamers,2014
8,Teach me how to Raji,Loss,89.04 - 100.82,89.04,The Strange Tamers,2014
9,Circle Joique,Win,78.52 - 33.20,78.52,The Strange Tamers,2014
10,Admiral Ackbar's Ass,Loss,64.36 - 74.54,64.36,The Strange Tamers,2014
11,The Taint Ticklers,Loss,50.88 - 111.36,50.88,The Strange Tamers,2014
12,Punts with a C,Win,83.42 - 81.76,83.42,The Strange Tamers,2014
13,Ginger Kids,Loss,93.60 - 101.96,93.6,The Strange Tamers,2014
2,Admiral Ackbar's Ass,Loss,112.16 - 123.38,112.16,Punts with a C,2014
3,The Strange Tamers,Win,96.46 - 88.50,96.46,Punts with a C,2014
4,The Taint Ticklers,Loss,60.66 - 85.82,60.66,Punts with a C,2014
5,Ginger Kids,Win,117.78 - 111.76,117.78,Punts with a C,2014
6,Coolio Julio Hustle,Loss,82.74 - 92.34,82.74,Punts with a C,2014
7,Cheap Vodka,Loss,86.24 - 86.70,86.24,Punts with a C,2014
8,SUCK MY DITKA,Loss,114.66 - 155.84,114.66,Punts with a C,2014
9,Teach me how to Raji,Win,101.82 - 51.50,101.82,Punts with a C,2014
10,Circle Joique,Win,104.30 - 78.70,104.3,Punts with a C,2014
11,Admiral Ackbar's Ass,Loss,56.88 - 66.82,56.88,Punts with a C,2014
12,The Strange Tamers,Loss,81.76 - 83.42,81.76,Punts with a C,2014
13,The Taint Ticklers,Loss,72.80 - 101.76,72.8,Punts with a C,2014
2,Circle Joique,Loss,118.84 - 125.34,118.84,Ginger Kids,2014
3,Admiral Ackbar's Ass,Loss,82.50 - 115.70,82.5,Ginger Kids,2014
4,The Strange Tamers,Win,109.04 - 54.00,109.04,Ginger Kids,2014
5,Punts with a C,Loss,111.76 - 117.78,111.76,Ginger Kids,2014
6,The Taint Ticklers,Win,121.44 - 97.88,121.44,Ginger Kids,2014
7,Coolio Julio Hustle,Loss,97.30 - 116.12,97.3,Ginger Kids,2014
8,Cheap Vodka,Win,124.28 - 79.92,124.28,Ginger Kids,2014
9,SUCK MY DITKA,Loss,41.10 - 111.38,41.1,Ginger Kids,2014
10,Teach me how to Raji,Win,96.78 - 67.56,96.78,Ginger Kids,2014
11,Circle Joique,Win,118.50 - 68.92,118.5,Ginger Kids,2014
12,Admiral Ackbar's Ass,Win,126.10 - 67.82,126.1,Ginger Kids,2014
13,The Strange Tamers,Win,101.96 - 93.60,101.96,Ginger Kids,2014
2,Teach me how to Raji,Win,111.98 - 59.34,111.98,Coolio Julio Hustle,2014
3,Circle Joique,Win,138.92 - 37.04,138.92,Coolio Julio Hustle,2014
4,Admiral Ackbar's Ass,Loss,82.28 - 98.92,82.28,Coolio Julio Hustle,2014
5,The Strange Tamers,Win,124.44 - 55.78,124.44,Coolio Julio Hustle,2014
6,Punts with a C,Win,92.34 - 82.74,92.34,Coolio Julio Hustle,2014
7,Ginger Kids,Win,116.12 - 97.30,116.12,Coolio Julio Hustle,2014
8,The Taint Ticklers,Loss,68.96 - 166.74,68.96,Coolio Julio Hustle,2014
9,Cheap Vodka,Win,76.66 - 41.60,76.66,Coolio Julio Hustle,2014
10,SUCK MY DITKA,Loss,60.48 - 100.38,60.48,Coolio Julio Hustle,2014
11,Teach me how to Raji,Loss,73.72 - 83.22,73.72,Coolio Julio Hustle,2014
12,Circle Joique,Win,91.34 - 68.86,91.34,Coolio Julio Hustle,2014
13,Admiral Ackbar's Ass,Loss,104.44 - 126.60,104.44,Coolio Julio Hustle,2014
2,SUCK MY DITKA,Loss,93.24 - 102.48,93.24,Cheap Vodka,2014
